siteID,date,observer,time,forayNumber,bandNumber,longitude,latitude,resightType,notes
BLOCDAVMD1,2015-07-11,NA,NA,noData,2641-63926,NA,NA,T,NA
LAKEAESVA1,2015-04-21,NA,NA,noData,2641-63930,NA,NA,T,NA
DAVIALIVA1,2015-04-30,NA,NA,noData,2690-18994,NA,NA,T,NA
MARRPETMD2,2015-04-09,NA,NA,noData,1342-72967,NA,NA,T,NA
MARRPETMD2,2015-06-30,NA,NA,noData,2531-74562,NA,NA,T,NA
ROHRSALMD1,2015-05-07,NA,NA,noData,2710-25968,NA,NA,T,NA
DELUKARVA1,2015-07-09,NA,NA,noData,2661-07904,NA,NA,T,NA
BOONGREMD1,2015-06-16,NA,NA,noData,2441-96561,NA,NA,T,NA
BUISNORVA1,2015-07-06,NA,NA,noData,2531-74567,NA,NA,T,NA
GALLTERMD1,2015-06-09,NA,NA,noData,2531-74570,NA,NA,T,NA
STUECHRVA2,2015-03-15,NA,NA,noData,2531-90240,NA,NA,T,NA
NEWBCARVA1,2015-04-20,NA,NA,noData,2710-53905,NA,NA,T,NA
JAMESESVA1,2015-06-11,NA,NA,noData,2561-56879,NA,NA,T,NA
LAKEAESVA1,2015-04-23,NA,NA,noData,1272-43178,NA,NA,T,NA
STEWBETMD1,2015-04-23,NA,NA,noData,2710-25933,NA,NA,T,NA
EVANMICMD1,2015-07-10,NA,NA,noData,2660-75731,NA,NA,T,NA
FUISLISVA2,2015-07-21,NA,NA,noData,2571-90165,NA,NA,T,NA
BAILEESVA1,2015-04-15,NA,NA,noData,1472-43188,NA,NA,T,NA
BAILEESVA1,2015-04-27,NA,NA,noData,1272-43189,NA,NA,T,NA
NEWBCARVA1,2015-04-20,NA,NA,noData,2710-53938,NA,NA,T,NA
NEWBCARVA1,2015-03-30,NA,NA,noData,2421-11942,NA,NA,T,NA
BAILEESVA1,2015-04-29,NA,NA,noData,2710-53940,NA,NA,T,NA
BAILEESVA1,2015-04-27,NA,NA,noData,1292-64537,NA,NA,T,NA
PATTPARMD1,2015-06-01,NA,NA,noData,2421-11953,NA,NA,T,NA
BARBJERMD1,2015-06-18,NA,NA,noData,2641-63959,NA,NA,T,NA
TATEJUAMD1,2015-04-14,NA,NA,noData,2641-63971,NA,NA,T,NA
ONTAHOUDC1,2015-06-16,NA,NA,noData,2421-11983,NA,NA,T,NA
DAVIKELVA1,2015-03-29,NA,NA,noData,2710-54316,NA,NA,T,NA
FARYSIMMD1,2015-06-26,NA,NA,noData,1352-46523,NA,NA,T,NA
WIEBFRAMD1,2015-04-16,NA,NA,noData,2571-70333,NA,NA,T,NA
LIEBJUDMD1,2015-05-29,NA,NA,noData,2641-63758,NA,NA,T,NA
WISECELMD1,2015-04-11,NA,NA,noData,1232-94725,NA,NA,T,NA
SOLLCHRMD1,2015-05-28,NA,NA,noData,2690-95966,NA,NA,T,NA
SOLLCHRMD1,2015-04-17,NA,NA,noData,2690-95968,NA,NA,T,NA
FISHFERVA1,2015-07-08,NA,NA,noData,2571-70347,NA,NA,T,NA
FISHFERVA1,2015-06-13,NA,NA,noData,1232-94726,NA,NA,T,NA
FISHFERVA1,2015-05-08,NA,NA,noData,1232-94727,NA,NA,T,NA
BUISNORVA1,2015-07-06,NA,NA,noData,2571-90063,NA,NA,T,NA
WILLRAJMD1,2015-06-13,NA,NA,noData,1352-46525,NA,NA,T,NA
BOONGREMD1,2015-06-16,NA,NA,noData,2641-63847,NA,NA,T,NA
PADORAMVA1,2015-06-24,NA,NA,noData,2641-63860,NA,NA,T,NA
WIKACORMD1,2015-06-29,NA,NA,noData,2641-86578,NA,NA,T,NA
GOMEKARMD1,2015-06-25,NA,NA,noData,2641-63878,NA,NA,T,NA
MUTRCYNVA2,2015-07-08,NA,NA,noData,2641-63880,NA,NA,T,NA
MUTRCYNVA2,2015-07-08,NA,NA,noData,2641-63881,NA,NA,T,NA
MUTRCYNVA2,2015-07-08,NA,NA,noData,2341-30161,NA,NA,T,NA
LAFOMELVA1,2015-04-11,NA,NA,noData,2710-53984,NA,NA,T,NA
LINDHANMD1,2015-04-26,NA,NA,noData,2641-96597,NA,NA,T,NA
LINDHANMD1,2015-04-26,NA,NA,noData,2571-89949,NA,NA,T,NA
LINDHANMD1,2015-07-27,NA,NA,noData,2571-89952,NA,NA,T,NA
DAVIALIVA1,2015-07-16,NA,NA,noData,2641-63794,NA,NA,T,NA
JACOSYDMD1,2015-04-17,NA,NA,noData,2730-24773,NA,NA,T,NA
JACOSYDMD1,2015-04-17,NA,NA,noData,2730-24775,NA,NA,T,NA
DECHKIMMD2,2015-05-18,NA,NA,noData,2730-24770,NA,NA,T,NA
BLOCDAVMD1,2015-07-11,NA,NA,noData,2571-70361,NA,NA,T,NA
MCNAKRIMD1,2015-07-15,NA,NA,noData,2531-90270,NA,NA,T,NA
JACOMERMD1,2015-07-16,NA,NA,noData,2571-90095,NA,NA,T,NA
SUBRSTEMD1,2015-04-22,NA,NA,noData,2571-90068,NA,NA,T,NA
EDEREDWVA1,2015-04-15,NA,NA,noData,2660-75766,NA,NA,T,NA
WISECELMD1,2015-04-11,NA,NA,noData,2730-24718,NA,NA,T,NA
STEWBETMD1,2015-07-29,NA,NA,noData,2661-31540,NA,NA,T,NA
STEWBETMD1,2015-07-29,NA,NA,noData,2661-31543,NA,NA,T,NA
MCNAKRIMD1,2015-07-15,NA,NA,noData,2531-90268,NA,NA,T,NA
MORRCHRVA1,2015-04-23,NA,NA,noData,2710-25956,NA,NA,T,NA
COWLANDMD1,2002-05-10,NA,NA,noData,1141-05620,NA,NA,T,NA
COWLANDMD1,2002-06-28,NA,NA,noData,1141-05620,NA,NA,T,NA
BRENSTEMD1,2004-05-19,NA,NA,noData,1811-58601,NA,NA,T,NA
GEHRDALMD1,2005-06-06,NA,NA,noData,1801-77868,NA,NA,T,NA
GEHRDALMD1,2005-07-07,NA,NA,noData,1801-77868,NA,NA,T,NA
FREYFREMD1,2007-05-19,NA,NA,noData,2430-29212,NA,NA,T,NA
NEWBCARVA1,2008-07-11,NA,NA,noData,1991-21138,NA,NA,T,NA
GECACARVA1,2008-06-18,NA,NA,noData,2460-22847,NA,NA,T,NA
RAUNERIMD1,2009-05-11,NA,NA,noData,1951-20960,NA,NA,T,NA
RAUNERIMD1,2009-07-22,NA,NA,noData,1991-46150,NA,NA,T,NA
WOODPAUVA1,2009-05-20,NA,NA,noData,2301-08219,NA,NA,T,NA
REITBOBMD1,2009-06-01,NA,NA,noData,2301-56791,NA,NA,T,NA
REITBOBMD1,2009-08-26,NA,NA,noData,2301-56791,NA,NA,T,NA
REITBOBMD1,2009-05-15,NA,NA,noData,2301-56785,NA,NA,T,NA
REITBOBMD1,2009-09-15,NA,NA,noData,2301-56785,NA,NA,T,NA
REITBOBMD1,2010-06-10,NA,NA,noData,2261-38311,NA,NA,T,NA
REITBOBMD1,2010-07-06,NA,NA,noData,2261-38311,NA,NA,T,NA
STEWBETMD1,2010-06-05,NA,NA,noData,2281-69406,NA,NA,T,NA
LANDCELVA1,2010-06-04,NA,NA,noData,2281-69118,NA,NA,T,NA
MCDOELIVA1,2010-07-17,NA,NA,noData,1232-88302,NA,NA,T,NA
SUBRSTEMD1,2010-05-29,NA,NA,noData,2251-80091,NA,NA,T,NA
PERRCHRMD1,2010-07-07,NA,NA,noData,2301-56601,NA,NA,T,NA
COLSKATMD1,2010-06-30,NA,NA,noData,2460-22747,NA,NA,T,NA
WOODPAUVA1,2010-06-30,NA,NA,noData,1931-74812,NA,NA,T,NA
LANDCELVA1,2010-07-10,NA,NA,noData,2301-56632,NA,NA,T,NA
STEWBETMD1,2010-06-05,NA,NA,noData,2301-56641,NA,NA,T,NA
REITBOBMD1,2010-06-13,NA,NA,noData,2341-29605,NA,NA,T,NA
REITBOBMD1,2010-07-06,NA,NA,noData,2341-29605,NA,NA,T,NA
FARYSIMMD1,2010-05-14,NA,NA,noData,2301-55938,NA,NA,T,NA
STEWBETMD1,2010-06-05,NA,NA,noData,2540-62887,NA,NA,T,NA
FISHFERVA1,2010-07-03,NA,NA,noData,2411-37711,NA,NA,T,NA
FISHFERVA1,2010-07-03,NA,NA,noData,2411-37713,NA,NA,T,NA
GECACARVA1,2010-07-02,NA,NA,noData,2441-14108,NA,NA,T,NA
GECACARVA1,2010-07-02,NA,NA,noData,2590-82407,NA,NA,T,NA
TATEJUAMD1,2010-06-22,NA,NA,noData,2411-37754,NA,NA,T,NA
LANDCELVA1,2010-06-04,NA,NA,noData,1292-64325,NA,NA,T,NA
LANDCELVA1,2010-06-04,NA,NA,noData,2441-14123,NA,NA,T,NA
VERSBETMD1,2010-05-29,NA,NA,noData,2441-14041,NA,NA,T,NA
NZPSMBCDC1,2010-12-16,NA,NA,noData,2441-15034,NA,NA,T,NA
NZPSMBCDC1,2010-01-27,NA,NA,noData,2441-15034,NA,NA,T,NA
REITBOBMD1,2011-03-12,NA,NA,noData,1202-99063,NA,NA,T,NA
REITBOBMD1,2011-04-05,NA,NA,noData,1202-99063,NA,NA,T,NA
WOODPAUVA1,2012-04-29,NA,NA,noData,1931-74812,NA,NA,T,NA
GECACARVA1,2012-06-26,NA,NA,noData,2441-14108,NA,NA,T,NA
REITBOBMD1,2012-07-07,NA,NA,noData,2301-56785,NA,NA,T,NA
REITBOBMD1,2012-09-10,NA,NA,noData,2301-56785,NA,NA,T,NA
VONGJENMD1,2012-06-07,NA,NA,noData,2411-37406,NA,NA,T,NA
HUNTDAVMD2,2012-06-29,NA,NA,noData,2411-37543,NA,NA,T,NA
CAMPGLOMD1,2013-07-01,NA,NA,noData,2301-56982,NA,NA,T,NA
TATEJUAMD1,2014-06-19,NA,NA,noData,2421-34682,NA,NA,T,NA
TATEJUAMD1,2014-06-19,NA,NA,noData,2641-63670,NA,NA,T,NA
TATEJUAMD1,2015-06-17,NA,NA,noData,2641-63972,NA,NA,T,NA
SILLSCOMD1,2015-04-09,NA,NA,noData,2571-70337,NA,NA,T,NA
SILLSCOMD1,2015-07-23,NA,NA,noData,2571-70337,NA,NA,T,NA
GOCHJOAMD1,2015-06-20,NA,NA,noData,2641-63882,NA,NA,T,NA
MCKEJANMD1,2002-06-11,NA,NA,noData,1920-85886,NA,NA,T,NA
GARDVALMD1,2002-08-12,NA,NA,noData,8209-74586,NA,NA,T,NA
FREYFREMD1,2002-05-11,NA,NA,noData,791-17074,NA,NA,T,NA
CAMPROSMD1,2002-06-26,NA,NA,noData,1141-05577,NA,NA,T,NA
GIBSELAMD1,2002-06-20,NA,NA,noData,1751-51984,NA,NA,T,NA
BERNCHRMD1,2002-04-26,NA,NA,noData,8001-21304,NA,NA,T,NA
BLOCDAVMD1,2002-06-23,NA,NA,noData,1141-05611,NA,NA,T,NA
TATEJUAMD1,2002-06-18,NA,NA,noData,1751-51948,NA,NA,T,NA
BALAELEMD1,2002-07-10,NA,NA,noData,2250-24207,NA,NA,T,NA
STURCARMD1,2002-06-06,NA,NA,noData,2250-24059,NA,NA,T,NA
HUNTDAVMD2,2002-05-29,NA,NA,noData,2250-24403,NA,NA,T,NA
MISBJANMD1,2002-06-20,NA,NA,noData,2250-24032,NA,NA,T,NA
ROHRSALMD1,2003-04-30,NA,NA,noData,791-17033,NA,NA,T,NA
CAMPLIBMD1,2007-05-22,NA,NA,noData,2430-29223,NA,NA,T,NA
CAMPLIBMD1,2007-05-22,NA,NA,noData,2430-29224,NA,NA,T,NA
WILLTINVA1,2008-01-21,NA,NA,noData,2281-69446,NA,NA,T,NA
WILLTINVA1,2009-05-12,NA,NA,noData,2281-69446,NA,NA,T,NA
CAMPGLOMD1,2008-01-11,NA,NA,noData,2281-69466,NA,NA,T,NA
CAMPGLOMD1,2009-04-23,NA,NA,noData,2281-69466,NA,NA,T,NA
BALASUCMD1,2009-03-28,NA,NA,noData,2301-55930,NA,NA,T,NA
BALASUCMD1,2009-04-22,NA,NA,noData,2301-55930,NA,NA,T,NA
WARDDOUVA1,2009-06-28,NA,NA,noData,1991-46192,NA,NA,T,NA
FREYFREMD1,2009-04-16,NA,NA,noData,2341-30143,NA,NA,T,NA
FREYFREMD1,2009-05-25,NA,NA,noData,2341-30143,NA,NA,T,NA
WARDDOUVA1,2010-06-05,NA,NA,noData,1991-46191,NA,NA,T,NA
WOODPAUVA1,2010-03-24,NA,NA,noData,841-76358,NA,NA,T,NA
WOODPAUVA1,2010-12-31,NA,NA,noData,841-76358,NA,NA,T,NA
WILDANNVA1,2010-06-26,NA,NA,noData,2441-14140,NA,NA,T,NA
VONGJENMD1,2010-04-10,NA,NA,noData,2590-82308,NA,NA,T,NA
VONGJENMD1,2010-09-07,NA,NA,noData,2590-82308,NA,NA,T,NA
VONGJENMD1,2010-04-10,NA,NA,noData,2441-14203,NA,NA,T,NA
VONGJENMD1,2010-06-08,NA,NA,noData,2441-14203,NA,NA,T,NA
VONGJENMD1,2010-08-22,NA,NA,noData,2441-14203,NA,NA,T,NA
VONGJENMD1,2010-12-16,NA,NA,noData,2441-14203,NA,NA,T,NA
SALAJENMD1,2010-06-23,NA,NA,noData,2441-14209,NA,NA,T,NA
SALAJENMD1,2010-07-24,NA,NA,noData,2441-14209,NA,NA,T,NA
CAMPGLOMD1,2012-03-01,NA,NA,noData,2301-56611,NA,NA,T,NA
MARRPETMD2,2013-05-13,NA,NA,noData,2690-08473,NA,NA,T,NA
MARRPETMD2,2013-06-27,NA,NA,noData,2690-08473,NA,NA,T,NA
BEALTOMMD1,2014-07-22,NA,NA,noData,2441-96553,NA,NA,T,NA
BEALTOMMD1,2014-10-06,NA,NA,noData,2441-96553,NA,NA,T,NA
BEALTOMMD1,2014-12-03,NA,NA,noData,2441-96553,NA,NA,T,NA
KNIGSALVA1,2015-10-27,NA,NA,noData,2441-96389,NA,NA,T,NA
YOUNKIMVA1,2013-06-15,NA,NA,noData,2590-82457,NA,NA,T,NA
ANDRJENFL1,2011-05-31,NA,NA,noData,2661-07643,NA,NA,T,NA
ANDRJENFL1,2015-04-30,NA,NA,noData,2331-09326,NA,NA,T,NA
ANDRJENFL1,2015-04-30,NA,NA,noData,2661-07645,NA,NA,T,NA
ANDRJENFL1,2015-04-30,NA,NA,noData,2661-31323,NA,NA,T,NA
BLOOLEEFL1,2015-04-30,NA,NA,noData,2661-07789,NA,NA,T,NA
BLOOLEEFL1,2015-04-30,NA,NA,noData,1991-18040,NA,NA,T,NA
CARLDAVFL1,2011-05-31,NA,NA,noData,2661-07624,NA,NA,T,NA
CHERNADFL1,2011-05-31,NA,NA,noData,2661-31362,NA,NA,T,NA
CHURCARFL1,2011-06-30,NA,NA,noData,2531-99372,NA,NA,T,NA
DAYLAUFL1,2011-06-30,NA,NA,noData,2331-09172,NA,NA,T,NA
DAYLAUFL1,2011-06-30,NA,NA,noData,2571-90289,NA,NA,T,NA
DAYLAUFL1,2013-05-31,NA,NA,noData,1292-71301,NA,NA,T,NA
FAULCRAFL1,2014-11-30,NA,NA,noData,2661-07748,NA,NA,T,NA
FAULCRAFL1,2014-11-30,NA,NA,noData,2661-31319,NA,NA,T,NA
FAULCRAFL1,2015-03-31,NA,NA,noData,2661-31319,NA,NA,T,NA
FAULCRAFL1,2015-04-30,NA,NA,noData,2661-07748,NA,NA,T,NA
FLAGMARFL1,2011-05-31,NA,NA,noData,2590-82080,NA,NA,T,NA
FLAMSCOFL1,2015-04-30,NA,NA,noData,2661-31317,NA,NA,T,NA
GOWAGEOFL1,2011-05-31,NA,NA,noData,2590-82094,NA,NA,T,NA
GOWAGEOFL1,2011-05-31,NA,NA,noData,2661-07766,NA,NA,T,NA
GOWAJOAFL1,2013-04-30,NA,NA,noData,1991-18084,NA,NA,T,NA
GRANIANFL1,2012-07-31,NA,NA,noData,1991-18024,NA,NA,T,NA
GRANIANFL1,2012-07-31,NA,NA,noData,1991-18025,NA,NA,T,NA
GRANIANFL1,2012-01-31,NA,NA,noData,1991-18024,NA,NA,T,NA
GRANIANFL1,2013-03-31,NA,NA,noData,2571-70429,NA,NA,T,NA
GRINJENFL1,2012-02-28,NA,NA,noData,2571-70482,NA,NA,T,NA
GRINJENFL1,2013-03-31,NA,NA,noData,2571-70482,NA,NA,T,NA
GRINJENFL1,2013-04-30,NA,NA,noData,2571-70482,NA,NA,T,NA
GRINJENFL1,2013-05-31,NA,NA,noData,2571-70482,NA,NA,T,NA
HENJELAFL1,2011-05-31,NA,NA,noData,2710-25710,NA,NA,T,NA
HENJELAFL1,2011-05-31,NA,NA,noData,2640-61839,NA,NA,T,NA
HERRJAYFL1,2011-06-30,NA,NA,noData,2531-99362,NA,NA,T,NA
HOUSEPREFL1,2011-06-30,NA,NA,noData,2531-99366,NA,NA,T,NA
KENTADAFL1,2011-05-31,NA,NA,noData,2661-31343,NA,NA,T,NA
KENTADAFL1,2011-05-31,NA,NA,noData,2661-31350,NA,NA,T,NA
KENTADAFL1,2011-05-31,NA,NA,noData,2641-96716,NA,NA,T,NA
KENTADAFL1,2011-05-31,NA,NA,noData,2661-31345,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2571-70457,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2571-70456,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2571-70454,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2571-70458,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,1991-18079,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09111,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,1991-18081,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09106,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09109,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09110,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09107,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09108,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-07-31,NA,NA,noData,2331-09113,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,noData,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-08-31,NA,NA,noData,2331-09108,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2331-09108,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-09-30,NA,NA,noData,2331-09113,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2331-09115,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2331-09107,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-10-31,NA,NA,noData,2331-09113,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2640-61859,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-11-30,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2331-09115,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,1991-18080,NA,NA,T,NA
KENTADAFL1,2012-12-31,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,2640-61857,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2012-01-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2012-02-28,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2012-02-28,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2012-02-28,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,2331-09114,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,1991-18078,NA,NA,T,NA
KENTADAFL1,2013-03-31,NA,NA,noData,2331-09112,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,noData,2640-61858,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,noData,2640-61856,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,noData,2571-70455,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,noData,1991-18077,NA,NA,T,NA
KENTADAFL1,2013-04-30,NA,NA,noData,1991-18078,NA,NA,T,NA
